CaseID,Title,DateOpened,Status,AssignedDetectiveID,CrimeType,Location
C1656,Education want open,2024-01-11,Open,D1104,Narcotics,"West George, OH"
C1657,Identify cause offer,2024-10-15,Closed,D1006,Cyber Crime,"Ryanchester, AL"
C1658,Model exist,2024-06-07,Open,D1021,Narcotics,"North Karen, NY"
C1659,Image seem,2023-08-16,Open,D1012,Robbery,"Hofurt, IL"
C1660,Artist,2023-08-24,Closed,D1007,Homicide,"New Williamchester, MT"
C1661,Detail free remember hard,2023-09-30,Closed,D1033,Fraud,"Matthewview, VA"
C1662,Pm think,2025-01-12,Closed,D1104,Narcotics,"Richardsbury, CT"
C1663,Language three,2023-04-18,Open,D1190,Narcotics,"Sarahview, AL"
C1664,Four probably bring,2023-05-02,Open,D1143,Robbery,"Walshview, NM"
C1665,Four blood,2023-03-28,Open,D1150,Robbery,"Mcdonaldchester, WA"
C1666,Myself before bring idea,2023-11-11,Open,D1147,Narcotics,"Port Amyport, NC"
C1667,Increase they hear,2023-01-09,Closed,D1068,Cyber Crime,"Nicolemouth, KS"
C1668,Fact hit,2023-03-29,Open,D1103,Homicide,"Stevenville, CA"
C1669,Close country,2024-09-09,Open,D1134,Homicide,"Katherineton, WY"
C1670,Know product not,2022-05-07,Open,D1163,Cyber Crime,"Haroldtown, LA"
C1671,Less,2023-01-04,Open,D1197,Robbery,"Onealville, NE"
C1672,Should along public,2025-03-03,Open,D1029,Cyber Crime,"Perezberg, NJ"
C1673,Possible yeah,2024-03-19,Open,D1189,Cyber Crime,"Colonport, NJ"
C1674,Nothing finally boy,2024-03-26,Open,D1084,Fraud,"East Gwendolynmouth, OR"
C1675,Wish,2024-04-17,Open,D1022,Cyber Crime,"East Kathy, MT"
C1676,Coach read church,2024-09-13,Open,D1064,Narcotics,"Myersville, GA"
C1677,Week charge,2024-04-02,Closed,D1174,Narcotics,"Port Hannahport, KY"
C1678,Project trial debate line,2023-01-21,Closed,D1137,Fraud,"West Cynthiafurt, DE"
C1679,Music high far,2023-07-31,Open,D1020,Cyber Crime,"Terryport, AK"
C1680,Break,2023-05-01,Closed,D1098,Narcotics,"West Rodneyport, CT"
C1681,Light film,2022-09-25,Closed,D1141,Narcotics,"South Jonathan, KS"
C1682,Official might officer,2024-02-05,Open,D1056,Robbery,"Kimburgh, NH"
C1683,Best consider,2023-07-15,Closed,D1130,Cyber Crime,"Sherriport, CT"
C1684,Above yet,2023-08-31,Open,D1018,Robbery,"Alyssaton, PA"
C1685,Into build either,2025-02-01,Open,D1008,Narcotics,"East Carly, AZ"
C1686,Deal,2022-07-16,Open,D1170,Homicide,"Lake Gloriafort, ME"
C1687,Green together interview,2023-02-25,Closed,D1144,Cyber Crime,"Lake Wayne, OH"
C1688,Law cut,2024-10-15,Closed,D1170,Narcotics,"New Kathychester, VT"
C1689,Imagine story,2024-05-30,Closed,D1151,Cyber Crime,"East Autumnburgh, RI"
C1690,In step guess pattern,2022-12-30,Closed,D1131,Cyber Crime,"Robertsfurt, OR"
C1691,Region different leave,2024-02-02,Open,D1198,Fraud,"Lake Gabriellefort, AZ"
C1692,Since training food,2023-09-12,Open,D1185,Narcotics,"Waltersshire, LA"
C1693,Author still reduce,2024-10-04,Closed,D1087,Fraud,"West Julie, CO"
C1694,Couple field eight,2022-09-20,Open,D1063,Fraud,"North Jillbury, NE"
C1695,Seat traditional goal deal,2022-11-15,Open,D1121,Homicide,"South Kimberly, NC"
C1696,Leg citizen owner,2023-04-07,Closed,D1111,Fraud,"East Daniel, NY"
C1697,Too design,2025-02-23,Open,D1139,Homicide,"Matthewsfurt, OH"
C1698,Easy often all,2022-05-01,Open,D1010,Fraud,"North Alicia, UT"
C1699,Home deal,2025-04-24,Closed,D1010,Cyber Crime,"Ayersberg, IN"
C1700,Improve good save return,2024-04-26,Open,D1087,Cyber Crime,"Jaclynfurt, IA"
C1701,Including phone,2023-05-09,Closed,D1123,Narcotics,"South Theresa, IL"
C1702,Friend,2023-01-12,Open,D1165,Robbery,"Rachaelton, ID"
C1703,Position animal,2024-05-21,Closed,D1190,Cyber Crime,"New Maureen, NH"
C1704,More she,2024-02-13,Open,D1011,Narcotics,"Warrenberg, AK"
C1705,Interesting,2024-11-10,Open,D1098,Cyber Crime,"North Marissa, ID"
C1706,Him local sing,2025-03-12,Closed,D1054,Homicide,"West Stevenmouth, AR"
C1707,Them career,2024-05-18,Closed,D1159,Fraud,"Stephenton, ID"
C1708,Beautiful,2024-10-25,Open,D1156,Narcotics,"Mejiaborough, MA"
C1709,Song new natural,2023-04-25,Closed,D1148,Cyber Crime,"South Margaret, NM"
C1710,Culture culture final,2022-05-22,Closed,D1145,Robbery,"North Todd, MO"
C1711,Agreement artist,2023-12-23,Closed,D1100,Robbery,"South Carlaland, MO"
C1712,Area parent,2023-09-07,Closed,D1097,Cyber Crime,"Millsmouth, CT"
C1713,Side after art,2025-02-13,Open,D1054,Cyber Crime,"South Michaelfort, MI"
C1714,Should two,2023-02-08,Open,D1137,Fraud,"Port Joshua, NH"
C1715,Establish cost,2022-11-25,Closed,D1116,Robbery,"Lake Jeffreyland, NV"
C1716,Practice century go,2024-04-25,Closed,D1159,Robbery,"North Rose, HI"
C1717,Left,2024-10-04,Closed,D1062,Robbery,"Tiffanyshire, SC"
C1718,Establish husband heavy,2025-02-04,Closed,D1140,Robbery,"Jamesport, VT"
C1719,Another everything,2024-05-24,Open,D1114,Narcotics,"Tammyburgh, WA"
C1720,Third fight himself,2024-10-16,Open,D1177,Robbery,"Port Edwardside, HI"
C1721,Party enough,2024-01-16,Closed,D1154,Robbery,"Danielstad, MA"
C1722,Region over return,2024-07-09,Open,D1138,Narcotics,"West Andrew, MD"
C1723,Performance gas,2024-07-13,Open,D1075,Narcotics,"Cooperside, MD"
C1724,Identify stand positive,2023-09-21,Closed,D1131,Robbery,"West Meganmouth, NH"
C1725,Maintain suddenly eight,2022-12-11,Closed,D1104,Cyber Crime,"North Joseph, AK"
C1726,Walk child loss,2023-10-07,Open,D1011,Robbery,"South Elizabeth, AR"
C1727,Stay much think environmental,2022-05-04,Open,D1154,Robbery,"Samanthahaven, PA"
C1728,Hold leave provide,2022-04-28,Closed,D1020,Cyber Crime,"Carterberg, AK"
C1729,Institution probably,2023-03-30,Closed,D1176,Narcotics,"Lake Lancemouth, VT"
C1730,Boy defense company,2022-11-17,Closed,D1080,Narcotics,"East Stacey, CO"
C1731,Price site,2024-07-20,Open,D1029,Homicide,"Kimberlyborough, ID"
C1732,Decision sport,2023-06-26,Closed,D1040,Cyber Crime,"Youngshire, WV"
C1733,Suffer professional tough adult,2022-04-28,Closed,D1079,Fraud,"Normanhaven, RI"
C1734,Sea other set,2023-04-12,Closed,D1123,Cyber Crime,"South Charles, MN"
C1735,Individual compare where value,2024-04-28,Open,D1173,Homicide,"Bakerton, PA"
C1736,Study,2025-02-06,Open,D1160,Homicide,"Margaretfort, NE"
C1737,Sister cut product,2024-09-29,Open,D1168,Fraud,"Paulview, NC"
C1738,Step forget building,2024-11-08,Closed,D1187,Fraud,"Christopherstad, CT"
C1739,Center hope executive weight,2023-08-26,Open,D1144,Robbery,"Rachelshire, DE"
C1740,Behavior ten effort,2023-02-21,Open,D1010,Homicide,"Jacksonborough, NC"
C1741,Cost red list,2024-08-24,Closed,D1023,Fraud,"Victoriahaven, UT"
C1742,Clearly relate,2022-06-16,Closed,D1181,Robbery,"Nicholasfurt, NC"
C1743,Perhaps,2024-01-12,Open,D1071,Cyber Crime,"Douglasview, UT"
C1744,Collection sure simple between,2023-01-04,Open,D1047,Fraud,"Madelinebury, SC"
C1745,Fly oil smile,2024-11-28,Open,D1035,Robbery,"Rosefurt, MS"
C1746,Kind probably sound,2023-07-24,Open,D1066,Narcotics,"Paulville, DC"
C1747,Kid several scientist,2024-06-06,Closed,D1037,Fraud,"Lake Marisastad, WY"
C1748,Consumer positive kind,2024-10-05,Closed,D1052,Homicide,"New Ricky, HI"
C1749,More fact behind again,2022-07-04,Open,D1169,Narcotics,"Ronaldview, AZ"
C1750,Sense often from,2024-08-21,Open,D1050,Fraud,"Hendersonside, RI"
C1751,Because could,2022-06-24,Open,D1089,Fraud,"Darlenemouth, ND"
C1752,If during because,2023-01-22,Closed,D1173,Robbery,"Alexanderport, NJ"
C1753,Prove ready,2022-07-28,Closed,D1020,Fraud,"West Dustinchester, NM"
C1754,Result nothing college,2024-04-23,Closed,D1153,Robbery,"Paulaburgh, MT"
C1755,Soldier suddenly myself,2023-12-10,Open,D1036,Robbery,"Thomasland, UT"
C1756,Crime water miss,2023-08-11,Open,D1107,Robbery,"Walkertown, AL"
C1757,Spend take would wind,2023-07-24,Open,D1124,Fraud,"Michaelstad, CO"
C1758,Strong against carry someone,2024-07-04,Open,D1128,Cyber Crime,"Nancyshire, KY"
C1759,Size oil popular,2022-12-06,Open,D1171,Robbery,"South Amychester, MO"
C1760,Leg bring accept,2025-03-28,Closed,D1081,Narcotics,"Erikastad, NM"
C1761,House her move,2023-09-27,Open,D1166,Cyber Crime,"East Robertfurt, AZ"
C1762,City condition who lead,2022-07-24,Open,D1025,Cyber Crime,"Delgadomouth, ME"
C1763,Guy community,2025-02-02,Closed,D1069,Cyber Crime,"Lake Stephenchester, MN"
C1764,Hotel,2023-02-22,Closed,D1055,Cyber Crime,"New Pamela, IL"
C1765,Color information,2023-12-12,Closed,D1016,Robbery,"Christinaburgh, MT"
C1766,Spring produce,2023-07-29,Closed,D1029,Fraud,"Daniellemouth, PA"
C1767,Information since both very,2024-11-14,Open,D1132,Robbery,"Lake Laurenfort, WA"
C1768,Direction security window,2023-10-01,Closed,D1036,Narcotics,"Rubioville, FL"
C1769,Campaign your among,2023-06-21,Closed,D1187,Fraud,"Martinmouth, AZ"
C1770,Hard figure hope,2023-05-30,Open,D1194,Robbery,"Boydchester, WA"
C1771,Adult family,2023-08-11,Open,D1067,Narcotics,"Forbesshire, NJ"
C1772,Risk painting camera,2023-12-16,Closed,D1096,Fraud,"Barbaraberg, IL"
C1773,Leader edge,2023-08-16,Open,D1088,Narcotics,"West Sheila, NJ"
C1774,Old,2024-10-10,Closed,D1140,Robbery,"Lake Jennifer, ID"
C1775,War,2023-06-16,Open,D1167,Homicide,"Aaronmouth, MA"
C1776,Bed him,2022-09-26,Closed,D1157,Narcotics,"Marquezport, DC"
C1777,Get newspaper,2024-09-08,Closed,D1053,Narcotics,"Lake Karen, NC"
C1778,Join plant,2024-01-26,Open,D1100,Homicide,"Johnland, NV"
C1779,Sing hand,2023-07-28,Open,D1137,Narcotics,"Gillton, AZ"
C1780,Ability beat still politics,2023-02-26,Open,D1129,Narcotics,"Hortonville, SD"
C1781,Base conference mouth,2023-05-06,Open,D1008,Robbery,"Lake Todd, PA"
C1782,North discuss respond,2022-09-18,Open,D1061,Homicide,"Zacharymouth, OK"
C1783,Them general family,2022-04-26,Closed,D1104,Homicide,"Port Brandonburgh, IA"
C1784,Story alone forward,2023-11-04,Open,D1134,Robbery,"New Jeffrey, TX"
C1785,Better value,2022-08-29,Open,D1125,Homicide,"Vincentfurt, MA"
C1786,Another car behavior game,2023-11-04,Open,D1025,Fraud,"Petersonmouth, MT"
C1787,Ground source,2024-11-30,Open,D1154,Robbery,"West Beverly, AL"
C1788,Detail spring away,2025-03-11,Closed,D1153,Narcotics,"New Gregorymouth, WI"
C1789,Wrong provide,2025-03-08,Closed,D1172,Narcotics,"North Trevorton, FL"
C1790,Story,2025-04-06,Open,D1089,Cyber Crime,"Taylorchester, SC"
C1791,Clearly young,2022-06-26,Open,D1179,Homicide,"East Theresaberg, WI"
C1792,Husband point,2022-05-03,Open,D1112,Robbery,"Bensontown, NH"
C1793,Even against talk,2024-07-16,Open,D1001,Robbery,"South Michelle, ID"
C1794,Garden,2024-04-16,Open,D1116,Narcotics,"Boonefurt, MS"
C1795,Science find west,2024-11-27,Open,D1154,Cyber Crime,"Arnoldhaven, DE"
C1796,Glass PM,2024-01-31,Closed,D1100,Cyber Crime,"Phillipsfurt, NV"
C1797,Green understand media,2025-01-05,Closed,D1171,Homicide,"North Rebecca, IA"
C1798,Issue everyone,2023-08-17,Open,D1127,Cyber Crime,"North John, NM"
C1799,Wind term manager,2023-03-09,Open,D1058,Robbery,"Brownside, AZ"
C1800,Beyond such offer much,2022-05-23,Closed,D1061,Homicide,"South Ashley, VA"
C1801,Player degree,2023-08-11,Closed,D1072,Robbery,"Carterberg, KS"
C1802,Represent deal strong,2023-04-12,Closed,D1189,Robbery,"New Kimberlyview, MN"
C1803,Trip song,2023-04-06,Open,D1130,Cyber Crime,"New Carrieland, KY"
C1804,Air her,2024-08-10,Closed,D1174,Homicide,"Peterschester, WI"
C1805,Music suggest,2023-06-04,Closed,D1049,Robbery,"Barbaratown, AL"
C1806,Heart spring,2023-11-14,Closed,D1133,Narcotics,"Loganstad, WY"
C1807,Adult opportunity,2022-12-24,Closed,D1101,Homicide,"Port Donaldborough, KY"
C1808,Reveal difficult article certain,2024-04-17,Open,D1112,Homicide,"New Michael, MA"
C1809,Work low plan,2025-02-13,Closed,D1161,Robbery,"Jamesfurt, AZ"
C1810,Herself less,2024-03-01,Open,D1154,Narcotics,"Lake Emily, FL"
C1811,Win safe question,2024-03-13,Closed,D1039,Fraud,"East Edwardbury, WV"
C1812,Authority,2022-08-18,Open,D1146,Narcotics,"North Patriciamouth, CA"
C1813,Direction,2023-11-09,Closed,D1189,Robbery,"Kelleyshire, WY"
C1814,Ahead when,2023-08-19,Open,D1040,Robbery,"Littlebury, MI"
C1815,Assume,2024-12-23,Closed,D1137,Narcotics,"Stewartside, AZ"
C1816,Administration continue author,2022-07-02,Open,D1009,Cyber Crime,"Sheltonside, NY"
C1817,Determine action,2023-05-02,Closed,D1146,Homicide,"East Shawnbury, NJ"
C1818,Quickly involve of,2022-09-21,Closed,D1165,Homicide,"East Carl, MS"
C1819,Product eye remain,2024-05-16,Open,D1126,Robbery,"Adambury, NH"
C1820,Structure follow,2022-05-06,Open,D1007,Fraud,"South Alejandrostad, TN"
C1821,Face,2024-06-03,Open,D1119,Cyber Crime,"Jamesside, KS"
C1822,West take,2024-06-30,Closed,D1179,Fraud,"South Tammyhaven, CA"
C1823,Enter enough knowledge impact,2023-10-18,Closed,D1041,Robbery,"Kingville, FL"
C1824,Threat party industry,2024-08-11,Open,D1173,Fraud,"West Isaachaven, ME"
C1825,Quickly trouble air,2022-06-19,Open,D1127,Robbery,"West James, AZ"
C1826,Onto control nearly evidence,2023-03-27,Open,D1057,Robbery,"Lake Sarahberg, NE"
C1827,Her,2024-11-15,Open,D1163,Robbery,"New Timothy, AL"
C1828,Moment natural,2023-06-13,Open,D1017,Homicide,"Lake Philip, OK"
C1829,Development low,2024-05-27,Closed,D1024,Cyber Crime,"Reginachester, LA"
C1830,Exist page,2024-03-03,Closed,D1147,Cyber Crime,"North Karenfurt, SD"
C1831,Yet yes responsibility,2025-01-18,Closed,D1010,Homicide,"Duncanhaven, AK"
C1832,Market east movie,2025-03-16,Open,D1115,Homicide,"Lake Austinmouth, MT"
C1833,Executive success,2024-06-05,Closed,D1085,Cyber Crime,"Port Jonathanville, ND"
C1834,Discover make include,2024-10-08,Closed,D1099,Homicide,"West Malloryton, FL"
C1835,What someone,2022-11-05,Closed,D1167,Robbery,"Washingtonburgh, NM"
C1836,Show cover form,2022-06-03,Open,D1198,Homicide,"East Paul, LA"
C1837,Teacher mission,2023-06-16,Open,D1063,Fraud,"Christopherview, IL"
C1838,Quality get able,2024-11-01,Open,D1115,Cyber Crime,"Bensontown, CA"
C1839,Yes both,2025-01-31,Open,D1195,Cyber Crime,"Ryanview, WV"
C1840,Heavy movement hear,2022-10-08,Closed,D1148,Fraud,"East Melissa, ND"
C1841,Mean million,2023-12-01,Open,D1181,Cyber Crime,"South Jasonmouth, WA"
C1842,Above research job successful,2022-12-26,Closed,D1051,Cyber Crime,"East Annafort, HI"
C1843,Society ready left,2023-04-18,Open,D1113,Cyber Crime,"Rodriguezview, OR"
C1844,Truth become,2023-12-17,Open,D1165,Cyber Crime,"South Peggyborough, AL"
C1845,Sound detail tell,2022-10-23,Closed,D1021,Cyber Crime,"Kaneberg, DC"
C1846,Land happen,2025-04-04,Open,D1115,Homicide,"Lake Jasmine, CO"
C1847,Fly fact world,2025-02-06,Closed,D1164,Narcotics,"Lake Pamelaborough, MO"
C1848,Others baby,2024-01-22,Open,D1161,Cyber Crime,"East Kelly, WA"
C1849,Important social,2024-03-02,Closed,D1119,Fraud,"South Petertown, MO"
C1850,Budget,2022-10-01,Open,D1041,Homicide,"West Bradleyfurt, RI"
C1851,Maintain skill,2024-09-15,Closed,D1027,Narcotics,"New Brandonchester, IA"
C1852,Baby,2023-04-27,Closed,D1050,Narcotics,"Lake Jillborough, NV"
C1853,Fund trouble road,2023-11-24,Closed,D1067,Fraud,"South Paulshire, MT"
C1854,Account soon,2023-09-16,Closed,D1033,Fraud,"Sandersberg, WI"
C1855,Professional positive,2024-05-26,Closed,D1068,Robbery,"South Lisaborough, AK"
C1856,Concern pressure season,2024-01-30,Open,D1053,Cyber Crime,"Leonardmouth, ID"
C1857,Star board,2024-10-24,Closed,D1181,Homicide,"Lake Karen, HI"
C1858,Gun TV,2024-10-24,Open,D1111,Cyber Crime,"Tinachester, NV"
C1859,Beat half gun,2023-02-04,Closed,D1159,Robbery,"West Zacharyville, KS"
C1860,Word be water career,2024-09-22,Closed,D1105,Robbery,"Michelleport, CA"
C1861,Organization want,2024-08-05,Open,D1063,Cyber Crime,"North Amandaton, OH"
C1862,Away cell,2023-09-30,Closed,D1113,Robbery,"Port Katrina, KS"
C1863,President everyone record,2024-07-24,Closed,D1109,Narcotics,"West Jasonborough, NM"
C1864,Wall organization,2023-09-16,Closed,D1093,Fraud,"West Jerry, ME"
C1865,Foot night,2022-11-30,Open,D1022,Fraud,"South Matthewland, IN"
C1866,Civil every,2025-02-25,Closed,D1033,Homicide,"Port Christianview, MD"
C1867,Career professor ready,2024-02-17,Open,D1134,Narcotics,"New Mariamouth, ME"
C1868,Bill know them,2024-09-28,Closed,D1060,Narcotics,"Merrittchester, ME"
C1869,Coach owner,2024-03-17,Open,D1107,Homicide,"Leeburgh, CO"
C1870,Hand social,2023-04-17,Closed,D1153,Robbery,"Vasquezhaven, AZ"
C1871,Family relate,2023-10-09,Closed,D1071,Fraud,"Matthewsport, AK"
C1872,Drive position,2023-02-20,Open,D1142,Cyber Crime,"North Tina, OR"
C1873,Week enjoy,2024-07-28,Open,D1036,Homicide,"New Patrickfurt, DE"
C1874,Address social,2024-03-20,Open,D1086,Cyber Crime,"West Tyler, LA"
C1875,Sing challenge,2023-10-25,Closed,D1050,Robbery,"Lewisburgh, MD"
C1876,Clearly,2023-06-25,Closed,D1171,Fraud,"Loriland, NV"
C1877,Drop use dream,2024-06-25,Closed,D1066,Fraud,"Lake Michealchester, OK"
C1878,Up material,2024-10-10,Open,D1115,Narcotics,"North Jack, NE"
C1879,Or box citizen,2022-11-04,Open,D1026,Homicide,"Wandahaven, DE"
C1880,Gas personal,2024-08-18,Open,D1084,Robbery,"North Matthew, ID"
C1881,Just mind,2023-05-18,Closed,D1139,Homicide,"New Sheritown, HI"
C1882,What agency later,2025-04-25,Closed,D1023,Homicide,"Ramosmouth, MD"
C1883,Low even investment,2024-07-15,Closed,D1189,Homicide,"Port Jennifer, CO"
C1884,His hotel,2023-10-21,Open,D1028,Robbery,"Lopezfort, MD"
C1885,Figure off,2024-06-14,Closed,D1042,Robbery,"East Brianburgh, KY"
C1886,Owner identify director,2023-09-11,Closed,D1066,Robbery,"Timothymouth, AK"
C1887,Series development,2023-06-20,Closed,D1180,Fraud,"Durhamville, NH"
C1888,Program because account,2024-03-10,Open,D1143,Narcotics,"Adamshire, TX"
C1889,Congress help,2025-01-03,Open,D1031,Homicide,"South Pamela, RI"
C1890,Where,2024-07-26,Closed,D1021,Narcotics,"North Paula, UT"
C1891,Evidence shoulder,2022-11-18,Open,D1065,Narcotics,"Gonzalezland, ME"
C1892,Money adult for,2023-03-31,Open,D1118,Fraud,"New Marcusside, NV"
C1893,Network value require,2024-05-17,Closed,D1047,Narcotics,"Elliottmouth, WI"
C1894,Name nature,2024-10-13,Open,D1150,Narcotics,"North Ronaldchester, NJ"
C1895,Future,2023-03-13,Open,D1072,Cyber Crime,"South Feliciaborough, NM"
C1896,Number everyone,2024-10-20,Closed,D1121,Narcotics,"Andersonport, UT"
C1897,Yourself near,2022-06-12,Closed,D1088,Cyber Crime,"Emilyberg, NH"
C1898,Himself feeling,2023-12-29,Open,D1047,Robbery,"Jermainefurt, TN"
C1899,Share meeting half,2023-01-19,Closed,D1082,Homicide,"Johnsonland, TN"
C1900,Strong must Republican,2023-01-02,Closed,D1121,Fraud,"South Aimeefort, AK"
C1901,Condition join record,2022-12-31,Closed,D1172,Robbery,"South Kenneth, AR"
C1902,Yet would,2024-04-19,Open,D1026,Narcotics,"Brightberg, OK"
C1903,The shake,2022-10-11,Open,D1050,Narcotics,"Debrahaven, CA"
C1904,Really sport couple,2024-03-06,Closed,D1141,Robbery,"Vanessaland, AK"
C1905,Fire space,2023-06-05,Open,D1125,Narcotics,"New Richard, AL"
C1906,International order herself new,2022-08-18,Closed,D1112,Cyber Crime,"Port Jenniferland, WV"
C1907,Ask increase,2022-10-21,Open,D1050,Fraud,"South Louisfurt, AL"
C1908,Few likely area,2024-05-28,Open,D1017,Narcotics,"Monicatown, LA"
C1909,Price wife,2023-05-16,Open,D1168,Homicide,"New Tonya, ID"
C1910,Language indeed,2025-01-14,Closed,D1157,Cyber Crime,"North Williamburgh, WY"
C1911,Near nature culture,2023-02-06,Open,D1020,Narcotics,"Gonzalezland, DC"
C1912,Interesting television,2024-12-06,Open,D1139,Narcotics,"Andreafort, VT"
C1913,From program rich,2023-05-26,Closed,D1189,Homicide,"Lake Brittanyville, NJ"
C1914,From attention,2022-08-08,Open,D1157,Cyber Crime,"Lyonsfurt, ME"
C1915,One arm,2024-06-29,Closed,D1114,Fraud,"Abigailfort, NE"
C1916,Whatever,2025-01-03,Closed,D1016,Homicide,"West Brandy, CA"
C1917,Laugh class paper,2025-01-12,Open,D1088,Narcotics,"West Brianburgh, MA"
C1918,Bank,2023-09-27,Closed,D1097,Robbery,"Lake Elizabeth, MI"
C1919,Him,2024-02-18,Closed,D1124,Narcotics,"Port Ashleystad, PA"
C1920,Leave world,2023-10-09,Open,D1160,Narcotics,"Andersonmouth, NJ"
C1921,Teacher section,2024-09-08,Closed,D1172,Narcotics,"Mullenchester, AK"
C1922,Challenge family ten,2024-05-21,Open,D1102,Narcotics,"Jasonborough, VA"
C1923,Always share man,2024-10-25,Closed,D1182,Fraud,"Jillmouth, SC"
C1924,Ability woman,2024-05-16,Closed,D1120,Fraud,"Debbiechester, OR"
C1925,Determine reflect onto,2023-04-21,Closed,D1077,Narcotics,"Nicoletown, MO"
C1926,If guess owner,2023-07-24,Open,D1088,Homicide,"Port Kristinside, NE"
C1927,Free behind,2023-09-24,Closed,D1112,Narcotics,"South Nancy, CT"
C1928,About perhaps,2024-03-21,Closed,D1016,Robbery,"Lauraton, ME"
C1929,Bar save,2023-04-27,Closed,D1059,Narcotics,"Gilbertshire, MD"
C1930,Traditional,2022-06-10,Open,D1159,Cyber Crime,"Valerieville, NJ"
C1931,Give own note,2023-12-05,Open,D1046,Narcotics,"East Cynthiaborough, TN"
C1932,Situation,2024-08-24,Open,D1198,Homicide,"Pollardtown, NY"
C1933,Bad,2022-06-07,Open,D1154,Homicide,"Lake Michael, OH"
C1934,Civil near to,2022-09-19,Open,D1166,Robbery,"Lopezstad, GA"
C1935,Spend agree his,2022-08-06,Open,D1167,Fraud,"North Kelseyshire, CO"
C1936,Check professional church,2022-10-18,Closed,D1172,Narcotics,"North Bradleystad, DE"
C1937,Market voice art,2023-11-24,Open,D1074,Narcotics,"Port Teresamouth, NM"
C1938,Carry pick room,2024-02-03,Closed,D1079,Fraud,"Lake Stacey, MO"
C1939,Media discover,2022-10-13,Open,D1040,Narcotics,"New Angel, WI"
C1940,Speech,2022-09-01,Open,D1027,Homicide,"Sherristad, MD"
C1941,Difference system rate,2022-11-11,Closed,D1187,Cyber Crime,"Garciaberg, TX"
C1942,Station check condition,2024-10-25,Closed,D1077,Narcotics,"Maystad, AZ"
C1943,Really girl,2025-03-31,Open,D1150,Cyber Crime,"Johnshire, LA"
C1944,Perhaps rock use,2025-01-24,Closed,D1194,Narcotics,"Sarahberg, KS"
C1945,Throughout,2023-02-23,Open,D1015,Cyber Crime,"Tatefort, CT"
C1946,Thank possible,2023-11-21,Open,D1116,Cyber Crime,"South James, MS"
C1947,Team suggest,2022-09-22,Open,D1096,Homicide,"Garyberg, WA"
C1948,Himself use still,2024-04-02,Closed,D1010,Homicide,"Lake Christopherchester, ME"
C1949,Write in idea,2024-06-08,Open,D1094,Homicide,"Wrightville, MD"
C1950,Western,2024-07-17,Closed,D1079,Homicide,"Kevinfort, RI"
C1951,Subject particular,2024-10-04,Open,D1008,Fraud,"South Johnport, ME"
C1952,Information as receive,2022-09-29,Open,D1039,Fraud,"West Victoria, CA"
C1953,Entire child data experience,2024-06-27,Open,D1120,Homicide,"North Michellebury, CA"
C1954,Series series the,2022-05-31,Open,D1005,Fraud,"Sampsonmouth, WI"
C1955,Pattern part,2024-04-16,Open,D1026,Homicide,"Port Sarah, WV"
C1956,Yard mission,2025-02-04,Open,D1155,Homicide,"New Kevinmouth, MS"
C1957,Economic specific apply,2023-02-22,Open,D1025,Narcotics,"Matthewburgh, DC"
C1958,Effort,2024-12-15,Closed,D1020,Homicide,"West Samanthabury, NE"
C1959,Individual reach four,2025-01-07,Closed,D1183,Narcotics,"South Caitlinland, MS"
C1960,Scientist any turn,2025-01-20,Open,D1138,Homicide,"East Thomaschester, WV"
C1961,Reduce find,2023-06-07,Open,D1095,Narcotics,"North Spencertown, UT"
C1962,Hit doctor,2023-01-05,Open,D1020,Fraud,"South Edwardburgh, MN"
C1963,Bit set special ago,2024-09-25,Open,D1186,Fraud,"Phelpsview, WI"
C1964,Night debate say,2024-06-28,Open,D1024,Narcotics,"West Antoniobury, SD"
C1965,Sense painting at,2025-03-17,Closed,D1135,Cyber Crime,"New Kevinfurt, OK"
C1966,In best street,2024-06-27,Closed,D1078,Robbery,"Lake Melinda, NM"
C1967,Authority,2023-01-21,Open,D1039,Fraud,"New Derrick, OR"
C1968,Control local,2024-03-06,Closed,D1199,Cyber Crime,"Lisachester, SC"
C1969,Southern thus he,2025-02-04,Closed,D1090,Fraud,"North Dustinport, IN"
C1970,Quickly daughter country cut,2024-03-12,Closed,D1005,Homicide,"Ryanside, WV"
C1971,Of perform,2023-04-30,Open,D1036,Cyber Crime,"Lake Tina, NM"
C1972,Quickly,2023-05-15,Open,D1167,Robbery,"Charlesfort, MO"
C1973,All key develop,2023-02-04,Open,D1029,Narcotics,"Lake Richard, SD"
C1974,Use source member,2023-05-06,Closed,D1170,Robbery,"Bowmanstad, NM"
C1975,Strategy,2022-09-01,Closed,D1066,Robbery,"Gilmoreville, NY"
C1976,Fear boy,2024-04-22,Open,D1044,Cyber Crime,"Lake Markview, SD"
C1977,Member simple,2024-10-25,Closed,D1051,Homicide,"Andrewsshire, CA"
C1978,Group security some,2022-10-01,Closed,D1037,Cyber Crime,"North Maryfurt, OR"
C1979,Four into lay,2023-02-15,Closed,D1048,Homicide,"Josephfort, VA"
C1980,Top road season,2022-08-27,Open,D1090,Narcotics,"East Eric, SC"
C1981,She trade federal,2024-05-20,Open,D1070,Narcotics,"South Markbury, AK"
C1982,Design go,2025-01-07,Closed,D1008,Cyber Crime,"Lake James, OK"
C1983,Offer suddenly,2023-09-13,Open,D1100,Homicide,"Port Paul, WA"
